total_net_assets,fund_yield,annual_holdings_turnover,fund_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_earning_ratio,fund_bond_maturity,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_below_b,fund_return_ytd,fund_alpha_3years,investment_type_Blend,investment_type_Growth,investment_type_Value,size_type_Large,size_type_Medium,size_type_Small
6541478.0,0.0,0.0,0.0067,0.9972,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.9958,0.0,0.0,0.0,0.0,39.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477,0.0,0,1,0,1,0,0
74164888.0,0.0051,1.2,0.0049,1.0,0.0,0.0,0.101,0.1289,0.0293,0.0,0.1747,0.1577,0.0592,0.0402,0.2994,0.0096,28.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1478,1.57,0,1,0,1,0,0
15963227.0,0.0135,0.2778,0.0065,0.9988,0.0,0.0,0.9213,0.0651,0.0,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,18.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011,-8.5,0,1,0,1,0,0
3066447.0,0.0265,0.3418,0.0066,0.9971,0.0,0.0052,0.0,0.0,0.0,0.9556,0.0,0.0,0.0391,0.0,0.0,0.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2356,-9.84,0,0,1,1,0,0
22062060.0,0.0005,0.316,0.0065,0.9991,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.9992,0.0,0.0,0.0,0.0,32.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0,1,0,1,0,0
2740541.0,0.0171,0.1954,0.0066,0.9991,0.0,0.0,0.0082,0.0018,0.0,0.0,0.0,0.0,0.8455,0.1386,0.0058,0.0,12.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,2.71,1,0,0,1,0,0
40597624.0,0.0088,0.2901,0.0065,0.9992,0.0,0.0008,0.0302,0.0,0.0,0.0,0.0,0.0,0.0503,0.0,0.9186,0.0,29.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0143,0.0,0,1,0,1,0,0
13302511.0,0.0078,0.2032,0.0029,0.9954,0.0,0.0075,0.1428,0.3532,0.1471,0.0,0.1561,0.0802,0.0449,0.0068,0.0494,0.012,18.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0224,0.0,0,1,0,1,0,0
891406464.0,0.0006,0.3256,0.0065,0.9941,0.0,0.0,0.0,0.9089,0.047,0.0,0.0,0.0099,0.0098,0.0,0.0244,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0059,16.71,0,1,0,1,0,0
4931187.0,0.0505,0.2575,0.0066,1.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.9963,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017,0.0,0,0,1,1,0,0
20010448.0,0.0081,0.4454,0.0065,0.9981,0.0,0.0027,0.0,0.0193,0.9641,0.0,0.0,0.0081,0.0028,0.003,0.0,0.0,30.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0647,0.0,0,1,0,1,0,0
1680215.0,0.0376,0.3712,0.0066,0.995,0.0,0.0,0.0,0.0,0.0,0.0354,0.0,0.0,0.0682,0.0,0.0,0.8964,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1232,0.0,0,0,1,1,0,0
55166792.0,0.0338,0.2172,0.0065,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.987,0.0013,0.0,0.0,0.0025,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,-5.84,0,0,1,1,0,0
17978276.0,0.0034,0.54,0.0079,0.9997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3843,0.0,0,1,0,1,0,0
4061771264.0,0.002,0.46,0.006,0.9986,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0671,0.0,0.9303,0.0,28.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544,6.27,0,1,0,0,1,0
22978256.0,0.0406,0.0,0.0045,0.995,0.0,0.079,0.1851,0.0265,0.1016,0.0346,0.2331,0.0457,0.0474,0.0537,0.0014,0.1917,13.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1257,-6.3,0,0,1,1,0,0
116710064.0,0.021,0.0,0.0045,0.9953,0.0,0.0892,0.0743,0.0777,0.1238,0.0129,0.2025,0.0939,0.1621,0.0257,0.0807,0.0573,18.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866,-1.64,1,0,0,1,0,0
42742456.0,0.0191,0.33,0.0046,0.9933,0.0,0.0896,0.0743,0.0783,0.1237,0.013,0.2028,0.0937,0.161,0.0255,0.0806,0.0575,18.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981,-5.12,1,0,0,1,0,0
27698024.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0517,0.0,0.0042,0.0,0.0,0.0557,0.0,0.0,0.8884,0.0,40.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
100735736.0,0.0148,0.0,0.0065,0.0,0.0,0.0,0.0937,0.8735,0.0,0.0,0.0,0.0156,0.0,0.0,0.0173,0.0,28.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1014,8.14,0,1,0,1,0,0
311727840.0,0.0114,0.0,0.0025,0.9987,0.0,0.0186,0.0951,0.0599,0.0603,0.0107,0.1315,0.1658,0.1135,0.0527,0.2739,0.018,22.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1627,-7.56,1,0,0,1,0,0
146674576.0,0.0038,0.94,0.0075,0.0,0.0,0.0,0.0,0.0562,0.0663,0.0,0.0892,0.5988,0.0768,0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5358,0.0,0,1,0,0,0,1
47805304.0,0.009,0.53,0.0079,0.9987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,-2.76,0,1,0,0,1,0
402314144.0,0.0071,0.37,0.0045,0.9992,0.0,0.0171,0.0,0.0279,0.0,0.0247,0.0,0.0,0.2181,0.0,0.394,0.3183,23.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0175,0.0,1,0,0,0,1,0
54379440.0,0.0001,0.96,0.0065,0.9921,0.0003,0.0423,0.0767,0.0786,0.0922,0.0,0.036,0.2092,0.2441,0.0,0.2208,0.0,36.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1168,15.69,0,1,0,1,0,0
2454140928.0,0.0028,0.05,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2936,-3.52,0,0,1,0,0,1
654776704.0,0.0162,1.04,0.0049,0.9985,0.0,0.0146,0.1111,0.3295,0.1081,0.0038,0.0088,0.2387,0.0383,0.0,0.147,0.0,15.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2819,-5.1,0,0,1,0,1,0
53411312.0,0.0098,0.0,0.0042,0.0,0.0,0.0335,0.1054,0.124,0.0594,0.033,0.1477,0.1288,0.0893,0.0325,0.222,0.0243,23.47,5.51,0.6813,0.0334,0.1274,0.1565,0.001,0.0,0.0036,-3.35,1,0,0,1,0,0
21390002.0,0.0224,0.37,0.0059,1.0,0.0,0.0,0.0,0.0,0.0,0.9731,0.0,0.0,0.0269,0.0,0.0,0.0,14.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1797,-18.34,0,0,1,1,0,0
2260941.0,0.0,0.0,0.0045,0.9951,0.0,0.0,0.0,0.4203,0.0,0.0,0.0,0.0,0.4881,0.0916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
25985688.0,0.0111,0.0,0.0035,0.9984,0.0,0.0495,0.0394,0.1179,0.0784,0.0127,0.252,0.0937,0.1992,0.0143,0.1044,0.0386,15.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2157,-8.37,1,0,0,0,0,1
251797376.0,0.0318,0.0,0.0035,0.9993,0.0,0.0636,0.0473,0.0933,0.0844,0.0,0.2412,0.0362,0.1964,0.0271,0.0741,0.1363,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,-5.96,0,0,1,0,0,1
75436352.0,0.0085,0.57,0.0062,0.9976,0.0,0.1452,0.0105,0.1725,0.0,0.0634,0.0303,0.069,0.2977,0.0738,0.1375,0.0,18.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639,-17.1,0,0,1,0,1,0
63572452.0,0.0101,0.0,0.0038,0.9958,0.0,0.0495,0.0394,0.118,0.0784,0.0127,0.252,0.0937,0.1992,0.0143,0.1044,0.0386,15.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2101,-4.99,1,0,0,0,0,1
481263424.0,0.0091,0.0,0.0046,0.0,0.0,0.0214,0.0974,0.149,0.0559,0.0342,0.1374,0.1357,0.0905,0.0417,0.209,0.0278,23.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1819,-3.66,1,0,0,1,0,0
138074336.0,0.0,0.0,0.005,1.0,0.0,0.0859,0.0,0.0238,0.0,0.0,0.0,0.0,0.449,0.0,0.4413,0.0,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1571,0.0,0,1,0,0,1,0
110709920.0,0.0147,0.1,0.0061,0.9964,0.0,0.4194,0.0001,0.4243,0.0002,0.0003,0.0003,0.0002,0.0741,0.0805,0.0005,0.0001,18.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,-8.07,0,0,1,0,1,0
133014936.0,0.0268,1.76,0.0094,0.0,0.0,0.0318,0.0413,0.058,0.0588,0.1884,0.3228,0.0558,0.048,0.1267,0.0263,0.0423,10.65,8.15,0.0486,0.0007,0.0069,0.0821,0.2754,0.086,0.234,-12.12,0,0,1,0,1,0
124414688.0,0.0,0.4,0.0131,0.0,0.0,0.0,0.3899,0.3759,0.0436,0.0,0.0354,0.0663,0.0042,0.0423,0.0423,0.0,29.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1094,-8.66,0,1,0,1,0,0
28921190.0,0.0026,0.0,0.0077,0.0,0.0,0.0796,0.0356,0.1178,0.0792,0.0,0.1681,0.244,0.1341,0.0,0.1416,0.0,27.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0681,-1.64,1,0,0,0,1,0
1159317504.0,0.006,0.2,0.0032,1.0,0.0,0.0025,0.2195,0.3024,0.0567,0.0005,0.0725,0.1403,0.0659,0.0435,0.0884,0.0077,20.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,11.1,0,1,0,1,0,0
68700976.0,0.0142,0.44,0.0383,0.0,0.0,0.0833,0.0967,0.1046,0.0141,0.0102,0.1883,0.1526,0.0347,0.1246,0.1748,0.0162,22.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942,-10.73,0,1,0,1,0,0
25247644.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.4059,0.0,0.0,0.0,0.5732,0.0,42.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
77349288.0,0.0,0.0,0.0085,0.9937,0.0,0.0226,0.1118,0.1201,0.0629,0.0282,0.1421,0.1311,0.088,0.0259,0.2426,0.0246,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0379,0.0,1,0,0,1,0,0
41716512.0,0.0276,0.1093,0.002,1.0,0.0,0.1699,0.0478,0.1847,0.0129,0.0,0.1407,0.0858,0.1401,0.0373,0.1368,0.044,18.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069,-2.34,0,0,1,1,0,0
562835072.0,0.0266,0.13,0.0046,0.0,0.0,0.0818,0.0515,0.1122,0.1313,0.0449,0.1554,0.1463,0.141,0.0134,0.0802,0.0418,21.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1589,1.33,1,0,0,1,0,0
15077495.0,0.0251,0.11,0.0047,0.0,0.0,0.0718,0.057,0.1595,0.0751,0.0352,0.1433,0.0846,0.1569,0.0263,0.1305,0.0597,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1699,0.91,1,0,0,1,0,0
14369117.0,0.0,0.0,0.0079,0.9924,0.0,0.0199,0.1215,0.1264,0.0612,0.0251,0.1281,0.1236,0.081,0.0226,0.2679,0.0226,27.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
48242588.0,0.0107,0.0,0.0091,0.0,0.0,0.0321,0.0959,0.043,0.1153,0.052,0.2732,0.1546,0.1437,0.0263,0.0638,0.0,19.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905,-4.89,0,0,1,1,0,0
38711632.0,0.0,0.0,0.0079,0.9953,0.0,0.0186,0.1266,0.1296,0.0602,0.0234,0.121,0.1199,0.0772,0.021,0.2808,0.0216,27.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569,0.0,1,0,0,1,0,0
47650272.0,0.0,0.0,0.0085,0.9917,0.0,0.0246,0.1111,0.1186,0.0648,0.0279,0.1478,0.1309,0.0926,0.0255,0.2307,0.0255,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406,0.0,1,0,0,1,0,0
3541151.0,0.0,0.0,0.0079,0.1284,0.8682,0.0227,0.1114,0.12,0.0632,0.0286,0.1423,0.1309,0.0886,0.0257,0.2422,0.0245,26.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,1,0,0,1,0,0
70757744.0,0.0358,0.43,0.0024,0.0,0.0,0.1374,0.0578,0.1352,0.0822,0.0159,0.1025,0.0564,0.2243,0.071,0.0749,0.0425,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,-1.45,1,0,0,1,0,0
50408648.0,0.0112,1.43,0.008,0.9999,0.0,0.0599,0.0102,0.1818,0.079,0.0101,0.3177,0.01,0.2333,0.0384,0.0501,0.0095,9.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2599,-16.8,0,0,1,0,0,1
253653840.0,0.0121,1.36,0.0053,0.9995,0.0,0.0293,0.0501,0.0917,0.1294,0.0,0.1116,0.2357,0.1391,0.0479,0.1178,0.0475,23.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1143,-2.16,1,0,0,1,0,0
7482987.0,0.0,0.0,0.0055,0.0,0.0,0.0011,0.1184,0.0844,0.078,0.0009,0.1594,0.2332,0.1917,0.0018,0.1301,0.001,27.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0366,0.0,1,0,0,1,0,0
2011405312.0,0.0448,0.62,0.0063,0.9938,0.0,0.2254,0.0573,0.0363,0.0447,0.0605,0.2702,0.0021,0.0492,0.0582,0.1377,0.0583,8.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,-2.04,0,0,1,1,0,0
4115645.0,0.0,0.0,0.0045,0.9976,0.0,0.0196,0.1176,0.074,0.0798,0.0,0.1278,0.1031,0.1158,0.0493,0.2908,0.0221,29.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1953,0.0,1,0,0,1,0,0
196782080.0,0.0122,0.47,0.0017,0.0,0.0,0.0524,0.0301,0.1279,0.0561,0.0108,0.1692,0.0959,0.1749,0.0517,0.1902,0.0409,19.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477,-5.33,0,0,1,0,1,0
207915200.0,0.0,0.0,0.0035,0.9995,0.0,0.1097,0.0996,0.1454,0.0544,0.0418,0.1686,0.0493,0.0674,0.0302,0.2119,0.0219,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,1,0,0,1,0,0
442612192.0,0.0,0.0,0.0018,1.0,0.0,0.0948,0.0558,0.1166,0.097,0.0486,0.1764,0.1071,0.1656,0.0137,0.0885,0.0359,19.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1131,0.0,1,0,0,1,0,0
946716544.0,0.0,0.0,0.0012,1.0,0.0,0.0288,0.0985,0.1236,0.0652,0.0326,0.1462,0.1315,0.1096,0.0026,0.2372,0.0241,24.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542,0.0,1,0,0,1,0,0
89427368.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0115,0.0,0.0,0.1869,0.8002,0.0,0.0014,0.0,0.0,0.0,59.99,4.82,0.0002,0.0,0.0,0.0183,0.5741,0.1083,0.0168,0.0,0,0,1,1,0,0
86771184.0,0.0,0.0,0.0069,0.998,0.0,0.0,0.0554,0.0497,0.0071,0.0,0.0214,0.2339,0.0543,0.0,0.5782,0.0,34.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1126,0.0,0,1,0,1,0,0
96258128.0,0.0217,0.57,0.0032,1.0,0.0,0.0821,0.099,0.0822,0.102,0.0396,0.1237,0.0674,0.0758,0.0386,0.2484,0.0413,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0673,0.25,1,0,0,1,0,0
203473616.0,0.0182,0.83,0.0038,1.0,0.0,0.0563,0.0635,0.1352,0.0816,0.0006,0.2552,0.0263,0.2526,0.0023,0.0483,0.0783,17.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,-7.13,0,0,1,0,0,1
2239056128.0,0.0364,0.59,0.0063,0.999,0.0,0.1238,0.0314,0.1008,0.0775,0.0149,0.1365,0.0329,0.1564,0.0763,0.1768,0.073,10.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1601,-0.9,0,0,1,0,1,0
30459787264.0,0.0161,0.19,0.0016,0.9979,0.0,0.0121,0.0442,0.1344,0.063,0.02,0.2068,0.1792,0.167,0.0,0.1732,0.0,22.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1374,-2.94,1,0,0,1,0,0
1153437056.0,0.0253,1.56,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0144,1.35,1,0,0,0,0,1
475440768.0,0.0488,0.86,0.0055,1.0,0.0,0.0668,0.0279,0.1076,0.099,0.0758,0.1813,0.1834,0.1388,0.0,0.0875,0.0319,23.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1194,0.75,0,0,1,1,0,0
28672800.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0814,0.0344,0.1723,0.0693,0.1814,0.1923,0.0656,0.0,0.1301,0.0732,17.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0
58121592.0,0.0,0.0,0.0085,0.9911,0.0,0.0246,0.1111,0.1186,0.0648,0.0279,0.1478,0.1309,0.0926,0.0255,0.2307,0.0255,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
165111808.0,0.03,0.0,0.0007,1.0,0.0,0.0632,0.0622,0.0897,0.1109,0.0659,0.1142,0.2069,0.0996,0.0,0.1875,0.0,21.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1678,-3.09,0,0,1,1,0,0
22799992.0,0.0,0.0,0.0085,0.9944,0.0,0.0226,0.1118,0.1201,0.0629,0.0282,0.1421,0.1311,0.088,0.0259,0.2426,0.0246,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0,1,0,0,1,0,0
50773844.0,0.0,0.0,0.0085,0.0,0.0,0.0246,0.1111,0.1186,0.0648,0.0279,0.1478,0.1309,0.0926,0.0255,0.2307,0.0255,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
1288778.0,0.0,0.0,0.005,0.9937,0.0,0.0925,0.0584,0.1035,0.0849,0.047,0.1823,0.1013,0.1258,0.0281,0.139,0.0371,20.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
2494907.0,0.0363,1.06,0.0039,0.9938,0.0,0.0908,0.0834,0.0956,0.0836,0.0904,0.1154,0.0862,0.0784,0.0991,0.0891,0.088,12.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459,0.0,0,0,1,1,0,0
186709472.0,0.0155,6.9,0.005,0.994,0.0,0.0784,0.0611,0.1164,0.1034,0.0343,0.16,0.1254,0.1574,0.0331,0.097,0.0334,19.99,0.0,0.0763,0.0,0.0,0.0,0.0,0.0,0.09,-3.52,1,0,0,1,0,0
414012928.0,0.0082,6.89,0.0035,0.9984,0.0,0.0227,0.1114,0.12,0.0632,0.0285,0.1422,0.1309,0.0886,0.0258,0.2422,0.0245,26.46,0.0,0.7511,0.0,0.0,0.0,0.0,0.0,0.134,0.79,1,0,0,1,0,0
100143344.0,0.0041,8.21,0.0045,0.9291,0.0697,0.0527,0.0163,0.1489,0.042,0.0252,0.152,0.1117,0.1788,0.0966,0.1474,0.0284,21.91,0.0,0.834,0.0,0.0,0.0,0.0,0.0,0.1144,-6.87,1,0,0,0,1,0
45791432.0,0.0029,8.94,0.0045,0.6836,0.3137,0.0523,0.0262,0.1404,0.0395,0.0462,0.1637,0.1162,0.1696,0.0914,0.1392,0.0152,17.53,0.0,0.9108,0.0,0.0,0.0,0.0,0.0,0.1139,-8.79,1,0,0,0,0,1
97404112.0,0.0,0.0,0.0085,0.9919,0.0,0.0226,0.1118,0.1201,0.0629,0.0282,0.1421,0.1311,0.088,0.0259,0.2426,0.0246,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399,0.0,1,0,0,1,0,0
33629680.0,0.0,0.0,0.0085,0.0,0.0,0.0234,0.1117,0.1242,0.0641,0.0267,0.1443,0.1292,0.0905,0.0251,0.2344,0.0263,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,1,0,0,1,0,0
477719424.0,0.006,3.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7821,-46.72,0,0,1,0,0,1
162109920.0,0.0073,1.23,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7085,-21.04,1,0,0,0,1,0
668358784.0,0.0108,0.78,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.86,2.18,0.0184,0.0895,0.4053,0.4617,0.0005,0.0,0.0083,0.0,0,1,0,1,0,0
22555556.0,0.0,0.0,0.0085,0.9931,0.0,0.0226,0.1118,0.1201,0.0629,0.0282,0.1421,0.1311,0.088,0.0259,0.2426,0.0246,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346,0.0,1,0,0,1,0,0
4987178.0,0.0,0.0,0.0079,0.0,0.0,0.0199,0.1217,0.1265,0.0612,0.0251,0.1279,0.1235,0.0809,0.0226,0.2682,0.0226,27.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
22197800.0,0.0,0.0,0.008,0.9947,0.0,0.0185,0.1267,0.1296,0.0602,0.0234,0.1209,0.1199,0.0772,0.021,0.2809,0.0216,27.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0896,0.0,1,0,0,1,0,0
357571968.0,0.012,0.58,0.0039,0.9995,0.0,0.0322,0.07,0.0929,0.1012,0.0098,0.085,0.1841,0.1789,0.0081,0.2378,0.0,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1536,0.0,1,0,0,1,0,0
20610714.0,0.0,0.0,0.0055,0.9982,0.0,0.1271,0.1424,0.1493,0.1338,0.0576,0.0208,0.1141,0.0897,0.0,0.1514,0.0137,19.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701,0.0,1,0,0,1,0,0
230687152.0,0.0035,0.0,0.005,0.9984,0.0,0.0,0.041,0.0,0.0,0.0,0.0606,0.0908,0.1463,0.0095,0.6317,0.0202,39.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509,4.33,0,1,0,1,0,0
173663936.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0816,0.249,0.0222,0.0,0.3025,0.0304,0.0087,0.0073,0.2969,0.0014,19.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
48679928.0,0.0335,0.67,0.0029,0.9982,0.0,0.0114,0.1133,0.0396,0.2493,0.0006,0.0909,0.2626,0.082,0.0,0.0435,0.107,22.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0881,0.0,0,0,1,1,0,0
30545368.0,0.0109,2.05,0.006,0.0,0.0,0.0424,0.0266,0.3143,0.0408,0.0348,0.4507,0.0,0.042,0.016,0.0325,0.0,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3147,0.0,0,0,1,0,1,0
120965048.0,0.0021,1.87,0.006,0.9987,0.0,0.0284,0.0394,0.1047,0.0688,0.0,0.1868,0.095,0.3342,0.0119,0.1308,0.0,31.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1093,0.0,1,0,0,1,0,0
18495580160.0,0.0299,0.06,0.0039,0.9973,0.0,0.0375,0.0736,0.0707,0.0827,0.0843,0.2371,0.0502,0.0397,0.0,0.0576,0.2667,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2402,-6.04,0,0,1,0,1,0
630966656.0,0.001,1.85,0.006,0.9993,0.0,0.0505,0.0391,0.3273,0.0061,0.0708,0.0661,0.1832,0.1154,0.0152,0.1261,0.0,12.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931,-1.89,1,0,0,0,0,1
3981666.0,0.0,1.61,0.0166,0.0,0.0,0.1261,0.0224,0.1077,0.0315,0.0254,0.2103,0.0788,0.2225,0.051,0.1039,0.0205,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0921,-7.22,1,0,0,0,1,0
166637552.0,0.0016,0.0,0.0124,0.997,0.0,0.0274,0.0412,0.1157,0.032,0.0077,0.087,0.2018,0.1604,0.0528,0.2631,0.0111,30.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,0.0,0,1,0,0,1,0
15985421.0,0.0064,0.0,0.0136,0.9977,0.0,0.2146,0.0807,0.0915,0.0305,0.0213,0.1539,0.0339,0.1639,0.0003,0.1894,0.02,21.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1054,0.16,1,0,0,1,0,0
81534184.0,0.0002,0.0,0.0103,0.9973,0.0,0.0,0.0,0.3317,0.0,0.3068,0.0,0.0,0.3615,0.0,0.0,0.0,32.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,1,0,0,0,1,0
